BeforeorAfter,Lateness,CNVSlope
Before,2,-0.00538876086163024
Before,2,0.00281024049036205
Before,2,0.00312319522102674
Before,2,0.00244982649261753
Before,2,0.00751966920991739
Before,2,0.00342619735359525
Before,2,-0.00520151407302668
Before,2,-0.00691399940599998
Before,2,-0.0115119845916828
Before,2,-0.00302947192297628
Before,2,0.00669077830389142
Before,2,-0.00570451844638834
Before,2,0.00116885018845399
Before,2,0.00224302747907738
Before,2,0.000520468301450213
Before,2,0.00569023285061121
Before,2,-0.00125205656513572
Before,2,-0.00144377102454503
Before,2,0.0027579713302354
Before,2,-0.0104222379935284
Before,2,-0.00171535244832436
Before,2,-0.0161711266264319
Before,2,0.00608963092478613
Before,2,-0.00694051757454872
Before,2,0.00183683726936579
Before,2,0.00735542395462592
Before,2,0.00508007407188416
Before,2,0.0070279597081632
Before,2,-0.00314318342134356
Before,2,-0.00271499513958891
Before,2,0.0112822543208798
Before,2,0.00342220657815536
Before,2,0.00243183737620711
Before,2,-0.0045279935002327
Before,2,0.00581975560635328
Before,2,-0.00227518337002645
Before,2,-0.00168881270413597
Before,2,-0.000417327915783972
Before,2,0.00472108146641403
Before,2,-0.00239117505649726
Before,2,-0.011824904960425
Before,2,0.00715462664569107
Before,2,-0.00406626053154469
Before,2,-0.00123521111284693
Before,2,-0.00636434042826295
Before,2,-0.0107115022062014
Before,2,0.000422491206942747
Before,2,0.00548861874267459
Before,2,-0.00449499922494094
Before,2,0.00662679318338633
Before,3,0.00251644376354913
Before,3,-0.0122918542474508
Before,3,-0.000733606982976198
Before,3,-0.00246606611957153
Before,3,0.00384793058037758
Before,3,-0.0117890532128513
Before,3,0.00869291252456605
Before,3,-0.00703668004522721
Before,3,-0.00415321711140374
Before,3,-0.0107234907336533
Before,3,-0.00151787969904641
Before,3,0.00405288798113664
Before,3,-0.00155073691469928
Before,3,-0.00121277188494181
Before,3,0.00353862531483173
Before,3,0.00535898725502193
Before,3,-0.001532756529438
Before,3,-0.00172895689805349
Before,3,0.00258801582579811
Before,3,0.00188584998007476
Before,3,-0.00201371979589264
Before,3,-0.00210719602182508
Before,3,-0.00148357668270667
Before,3,0.00324864615686238
Before,3,-0.000888177116091053
Before,3,0.000909427180886269
Before,3,0.00924790635084113
Before,3,-0.00237024202942848
Before,3,-0.00198180983231092
Before,3,-0.00190606387332082
Before,3,-0.00153924315236509
Before,3,-0.00135135425565143
Before,3,0.00529061211273074
Before,3,-0.00200791377574205
Before,3,-0.00691103562712669
Before,3,-0.000824116830093165
Before,3,0.00210084160789847
Before,3,-0.0105067143837611
Before,3,-0.00173934688791633
Before,3,0.00580502782637874
Before,3,-0.00515141159606477
Before,3,0.00281493583073219
Before,3,0.0013491657252113
Before,3,0.00183342756160224
Before,3,0.00626517700341841
Before,3,0.00012478973561277
Before,3,0.0050536662650605
Before,3,0.00992203007141749
Before,3,0.00231138682768991
Before,3,0.00119204920095702
Before,3,0.00734029741336902
Before,3,-0.000759494801362356
Before,3,-0.00268985346580545
Before,3,0.00103935040533543
Before,3,-0.00894351024180651
Before,3,0.00767151406034827
Before,3,-0.00169263132071743
Before,3,0.00460890928904216
Before,3,0.000323989874838541
Before,3,0.00934707590689262
Before,3,0.000898693532993396
Before,3,-0.00587264603624741
Before,3,0.00995230907574296
Before,3,0.00505634870690604
Before,3,0.000588799205919107
Before,3,-0.00953627191483974
Before,3,-0.00247824052348733
Before,3,0.00121254462283105
Before,3,-0.00401209143456072
Before,3,0.00233116971018414
Before,4,0.000435785118800898
Before,4,0.00156456453138768
Before,4,0.000830815561736623
Before,4,0.00130973197519779
Before,4,0.00348400184884667
Before,4,-0.00298346439376473
Before,4,-0.0111827950458974
Before,4,-0.00129283359274268
Before,4,0.00657863408559933
Before,4,0.00502643330643574
Before,4,-0.00562660892804464
Before,4,-0.0033022259012796
Before,4,-0.000145142121861378
Before,4,-0.000616770499618724
Before,4,0.0104670415942868
Before,4,0.000632827946295341
Before,4,0.00643712282180786
Before,4,0.00015634938608855
Before,4,0.000358044014622768
Before,4,-0.00248641315071533
Before,4,-0.00568274191270272
Before,4,0.000715071723485986
Before,4,0.00160588386158148
Before,4,-0.000504064417327754
Before,4,0.00141133305927118
Before,4,0.00349703989923
Before,4,-0.00504578937155505
Before,4,0.00093759053076307
Before,4,-0.00190232786068615
Before,4,0.00127491727471352
Before,4,0.00311327775125392
Before,4,0.00214490255651375
Before,4,-0.00158198224380612
Before,4,0.00353296939283609
Before,4,0.00100582108522455
Before,4,-0.00129344500601292
Before,4,0.00181650122006734
Before,4,-0.000465943478047848
Before,4,0.00136048657198747
Before,4,0.00160917793012535
Before,4,0.0121923244247834
Before,4,-0.000402797285156945
Before,4,-0.00828569766599685
Before,4,-0.00839871478577455
Before,4,-0.00129851729919513
Before,4,0.00188116387774547
Before,4,0.00761650518203775
Before,4,0.000926209846511483
Before,4,-0.0023751735376815
Before,4,0.0119759095832705
Before,4,-0.00340019492432475
Before,4,-0.00175450183451176
Before,4,-0.000915292029579481
Before,4,0.00527984167759617
Before,4,0.00348391065684458
Before,4,-0.0032558444266518
Before,4,-0.00177221287352343
Before,4,-0.00562521070241928
Before,4,-0.00869188143406063
Before,4,-0.00450209015980363
Before,4,-0.00534331790792445
Before,4,0.00190059561282396
Before,4,0.00485561169140662
Before,4,-0.00360368335774789
Before,4,-0.00419313327195899
Before,4,0.00330392302324375
Before,4,0.00564731824852061
Before,4,-0.000848963701476653
Before,4,0.000761955433214704
Before,4,-0.00845662287125985
Before,1,0.0040587178664282
Before,1,0.00368384349470337
Before,1,0.00572510187824567
Before,1,0.00546354396889607
Before,1,0.0104546984657645
Before,1,0.0143865573530396
Before,1,0.0030715386577261
Before,1,-0.0157800716503213
Before,1,0.00965591830511888
Before,1,-0.00345617955705772
Before,1,0.0183928267409404
Before,1,0.013205934005479
Before,1,0.00800306101640066
Before,1,0.00626578678687414
Before,1,-0.00165871453161041
Before,1,-0.00149735792850455
Before,1,0.00847758787373702
Before,1,0.000751591132332881
Before,1,0.0047416347078979
Before,1,0.00726548054565986
Before,1,0.000788868094484011
Before,1,0.0219206626837452
Before,1,-0.00664866874770572
Before,1,0.0112776964281996
Before,1,-0.0040194735241433
Before,1,-0.00379026452234636
Before,1,-0.0103943388676271
Before,1,0.000460759464961787
Before,1,-0.00078807125100866
Before,1,0.0107952806477745
Before,1,-0.00499618892839256
Before,1,0.00596672234435876
Before,1,-0.00458214903483167
Before,1,0.000553617551607507
Before,1,0.00197210077506801
Before,1,-0.00412723422050476
Before,1,-0.00137995680173238
Before,1,0.00767766125500202
Before,1,0.00772620054582755
Before,1,-0.00104618944654552
Before,1,0.00759417051449418
Before,1,0.0048873668226103
Before,1,0.00767387015124162
Before,1,0.00707756200184425
Before,1,0.0178850097581744
Before,1,0.000802805492033561
Before,1,0.00103929592296481
Before,1,0.0062863506997625
Before,1,0.0105977593921125
Before,1,-0.00659711833577603
Before,1,0.00438970855126778
Before,1,0.0166392371368905
Before,1,-0.00469162982578079
Before,1,0.00108879218654086
Before,1,-0.00520354517114659
Before,1,-0.0219171183804671
Before,1,-0.000250403458873431
Before,1,-0.00154688077357908
Before,1,-0.0120596510047714
Before,1,-0.0022515831515193
Before,1,0.00218687726495167
Before,1,0.00645678692186872
Before,1,-0.00287566423260917
Before,1,0.00141190923750401
Before,1,-0.000706028406663487
Before,1,0.00485255103558302
Before,1,-0.00254303944529966
Before,1,0.00604317461450895
Before,1,-0.00306284458686908
Before,1,0.00395010504871607
Before,2,0.00561003324886163
Before,2,0.0140116978436708
Before,2,-0.0158794391900301
Before,2,0.00644020120186421
Before,2,0.00173361122142524
Before,2,-0.00135297592108448
Before,2,0.0237114507084091
Before,2,-0.00708614631245534
Before,2,0.00442845382106801
Before,2,-0.00907351084363957
Before,2,-0.00380557119691124
Before,2,-0.00339209505667289
Before,2,-0.00727671371229614
Before,2,0.0127253501365582
Before,2,-0.00968270950640241
Before,2,0.007863181643188
Before,2,0.0229465682059526
Before,2,0.0026913017888243
Before,2,0.00203240575501695
Before,2,0.00708486931398511
Before,2,0.00367930872986714
Before,2,0.00526310014538467
Before,2,0.0222280034795403
Before,2,0.00685688341036439
Before,2,0.00700142358740171
Before,2,-0.0028720210151126
Before,2,0.00472593540325761
Before,2,0.000158467174818118
Before,2,0.0143696212520202
Before,2,-0.0013396879658103
Before,2,-0.00580882488672311
Before,2,0.0153220780193806
Before,2,0.00315115973353386
Before,2,0.0126791455162068
Before,2,-0.0112916431389749
Before,2,-0.0138122815017899
Before,2,-0.00864206704621514
Before,2,0.00472933713657161
Before,2,0.00260048309185853
Before,2,-0.00698909722268581
Before,2,0.0126203366089612
Before,2,0.0161241851747036
Before,2,0.00679491010184089
Before,2,0.00425581789265076
Before,2,0.00433334242552519
Before,2,0.00262185647928466
Before,2,-0.00532424760361512
Before,2,0.0162719137345751
Before,2,0.0129127805121243
Before,2,-0.0005956651972762
Before,2,-0.00756064367791017
Before,2,0.00576712548111876
Before,2,-0.00117627588527588
Before,2,-0.000227435996445517
Before,2,0.0111178426692883
Before,2,0.0223608364661535
Before,2,-0.00459225444744031
Before,2,-0.0121230017393827
Before,2,0.00960557954385877
Before,2,-0.00634969460467498
Before,2,0.000221352558583021
Before,2,0.00384904312280317
Before,2,0.0201553216514488
Before,2,0.00101381586864591
Before,2,-0.00428216974250972
Before,2,0.00128450136010845
Before,2,-0.00915292355542382
Before,2,0.00400332928014298
Before,2,-0.000157676598367592
Before,2,7.00547049442927e-05
Before,3,0.0255680313954751
Before,3,0.0069920999618868
Before,3,0.0254059303551912
Before,3,0.00441503633434574
Before,3,0.0136827700771391
Before,3,0.0105624725886931
Before,3,0.00808076855416099
Before,3,0.00211242749355733
Before,3,-0.00173210094605262
Before,3,-0.0131712874863297
Before,3,-0.000325831429411968
Before,3,-0.00318560640638073
Before,3,0.0162938376888633
Before,3,0.00436363571013014
Before,3,0.0075911494010749
Before,3,0.0025816543881471
Before,3,0.0107766946506066
Before,3,0.000788858468392088
Before,3,-0.000556437182240188
Before,3,0.00190621175958465
Before,3,0.00481210607904359
Before,3,-0.0128592532128096
Before,3,-0.0124285311127702
Before,3,-0.00571421906352043
Before,3,0.0150877113143603
Before,3,0.0067086616375794
Before,3,-0.00662694592028856
Before,3,0.000180575530976057
Before,3,0.000100648418689768
Before,3,-0.00166332946779827
Before,3,-0.00207333608220021
Before,3,0.00437145493924618
Before,3,0.00530038960278034
Before,3,-0.00239860204358896
Before,3,-0.000308712168286244
Before,3,-0.00104039783279101
Before,3,0.00087092622804145
Before,3,-0.00636540337776144
Before,3,0.00779046354970584
Before,3,0.00130068433160583
Before,3,0.00880508668099841
Before,3,0.0115635546389967
Before,3,-6.23756398757299e-05
Before,3,0.0017450259377559
Before,3,0.00286398238192002
Before,3,0.0114521267823875
Before,3,-0.0091266514112552
Before,3,-0.00914153068636855
Before,3,0.0038469210267067
Before,3,0.00431360599274437
Before,3,-0.00391286425292492
Before,3,0.00273530712972085
Before,3,0.00478148879483342
Before,3,0.00400609220378101
Before,3,-0.00926913196841876
Before,3,0.00213667699911942
Before,3,0.00977642430613438
Before,3,0.00205859169363976
Before,3,0.0128040541894734
Before,3,-0.0107761380883555
Before,3,0.00167124578729272
Before,3,0.00266643768797318
Before,3,0.00344491156283766
Before,3,-0.00345511832468522
Before,3,-0.00480437573666374
Before,3,-0.0120651870965958
Before,3,0.0101559608301613
Before,3,0.00149676110595465
Before,3,0.000308214570395648
Before,3,-0.000668477034196258
Before,4,-0.0136971138417721
Before,4,0.00340013050784667
Before,4,0.0110256710710625
Before,4,-0.00299523146046946
Before,4,-0.00549012538976967
Before,4,0.0040746772234949
Before,4,-0.00150119458946089
Before,4,0.00666514287392298
Before,4,0.00209761719209685
Before,4,0.0236930549144745
Before,4,-0.0042676777811721
Before,4,0.00329994891459743
Before,4,-0.00695290742442012
Before,4,0.00177807014551945
Before,4,-0.00684275904980799
Before,4,-0.00415950113286575
Before,4,-0.0132823676491777
Before,4,0.00445948168635368
Before,4,0.00456302085270484
Before,4,-0.0103597021273648
Before,4,0.0048408626850384
Before,4,0.00580965036836763
Before,4,0.00487566273659468
Before,4,-0.0045229570241645
Before,4,0.0057099013744543
Before,4,0.00313255749642849
Before,4,-0.000419759970100131
Before,4,0.0079211948129038
Before,4,0.014817351475358
Before,4,0.0209056708651284
Before,4,0.00405700760893524
Before,4,0.00332879275083542
Before,4,0.00673209875822067
Before,4,0.00810106222828229
Before,4,0.00903817918151617
Before,4,0.0010763014627931
Before,4,-0.00181172446658214
Before,4,0.00163818600897988
Before,4,0.0080060800537467
Before,4,-0.00213001903224116
Before,4,-0.00244382737825314
Before,4,-0.00155044835992157
Before,4,0.00303273956524208
Before,4,0.0139886407802502
Before,4,0.011948830448091
Before,4,-0.00402123449991147
Before,4,0.00327146984636784
Before,4,0.00706832886983951
Before,4,-0.000306479322413603
Before,4,-0.0156577425077558
Before,4,-0.00142251622552673
Before,4,0.016770137512746
Before,4,0.011696291466554
Before,4,-0.000447567874895564
Before,4,0.00199755725528424
Before,4,0.0147756589576602
Before,4,0.0110781498951837
Before,4,0.00936855282634497
Before,4,0.00680034200195223
Before,4,-0.00247188052162528
Before,4,-0.00641859004584451
Before,4,0.00323998035552601
Before,4,0.0030063516072308
Before,4,0.000722590407046179
Before,4,4.84727012614409e-05
Before,4,0.00953037974735101
Before,4,0.00122444716301591
Before,4,0.0101896376193812
Before,4,0.0165362583162884
Before,4,-0.013539827739199
Before,1,-0.00688609333398442
Before,1,0.0225617283334335
Before,1,0.00708856907052298
Before,1,0.0108076746885975
Before,1,-0.00235193315893412
Before,1,-0.00108627183362842
Before,1,0.0254999541987975
Before,1,0.0235203684618076
Before,1,0.00164766355980343
Before,1,-0.00850116539125641
Before,1,0.0152127603068948
Before,1,0.0196790223320325
Before,1,-0.00502534901412825
Before,1,0.00721085017236571
Before,1,0.0266098522891601
Before,1,-0.000179329654201865
Before,1,0.00236661484814249
Before,1,0.0122710573486984
Before,1,0.0179524399961034
Before,1,0.0029003694653511
Before,1,0.0177171879137556
Before,1,0.00238221086571381
Before,1,0.00171608846479406
Before,1,0.00732645004366835
Before,1,0.0171452714130282
Before,1,-0.00362174321586887
Before,1,0.0166667941957712
Before,1,0.0179750059420864
Before,1,-0.0110777670828005
Before,1,0.009677330031991
Before,1,-0.000958844359653691
Before,1,0.00510591578980287
Before,1,0.00376443551310028
Before,1,-0.00810752079511682
Before,1,0.000117454347976794
Before,1,0.0198432952165604
Before,1,0.00288832723163068
Before,1,0.0112267741933465
Before,1,0.00583256936321656
Before,1,0.00741561936835448
Before,1,0.00920148814717929
Before,1,0.0143277635797858
Before,1,0.000410699654215326
Before,1,0.0023292155819945
Before,1,0.0160293228303393
Before,1,-0.000118812699535435
Before,1,0.00249586238836249
Before,1,0.0371143594384193
Before,1,0.0162072706346711
Before,1,0.0013130542744572
Before,1,0.0193349523469806
Before,1,-0.0123516706128915
Before,1,-0.00549967990567287
Before,1,0.00968283787369728
Before,1,0.0129324389466395
Before,1,-0.00249264105999221
Before,1,0.0199516899883747
Before,1,-0.00391663226764649
Before,1,-0.0131700330724319
Before,1,-0.0100482145013909
Before,1,0.0173729611560702
Before,1,-0.00868100269387166
Before,1,0.00711451113844911
Before,1,0.00199084690151115
Before,1,0.00743776559829712
Before,1,0.016762671371301
Before,1,0.00838883042645951
Before,1,0.0160382116834323
Before,1,0.0017879272151428
Before,1,0.0093855446514984
Before,2,0.00101312234376868
Before,2,0.0169527723143498
Before,2,-0.00863808983316024
Before,2,-0.00340376033758124
Before,2,0.0104816877283156
Before,2,0.0154376101369659
Before,2,0.0167348558704058
Before,2,3.77663721640905e-05
Before,2,0.0174880065023899
Before,2,0.00712181922669212
Before,2,0.00880871123323838
Before,2,0.0215632542967796
Before,2,-0.0110312805821498
Before,2,0.00389025445717076
Before,2,0.00667044120685508
Before,2,0.0020449124276638
Before,2,0.01256313174963
Before,2,-0.00254895708834132
Before,2,-0.0140997252116601
Before,2,0.0295363329350948
Before,2,0.00270019209710881
Before,2,0.0132372317214807
Before,2,0.020898899063468
Before,2,0.00166551481621961
Before,2,0.021552970012029
Before,2,0.0125718475319445
Before,2,-0.00300060391115646
Before,2,0.00622783609045049
Before,2,-0.0116963824257255
Before,2,0.016225260682404
Before,2,0.00395362928975374
Before,2,0.00238240656714576
Before,2,-0.0111745623871684
Before,2,0.010773545751969
Before,2,0.00606368621811271
Before,2,0.0088628848704199
Before,2,-0.00541241513565183
Before,2,-0.00276751257479191
Before,2,0.008697342282782
Before,2,-0.0123281215007106
Before,2,0.000633450613046686
Before,2,0.014272453263402
Before,2,-0.0122042366613944
Before,2,0.00148522667586803
Before,2,0.0167062074566881
Before,2,0.00124940338234107
Before,2,-0.00747070306291183
Before,2,0.00229097504052334
Before,2,-0.00389771671810498
Before,2,-0.000843299863239129
Before,2,-0.0127773930629094
Before,2,-0.00740715644011895
Before,2,0.0155507316812873
Before,2,-0.0142242833971977
Before,2,0.0096567968527476
Before,2,0.0116077382893612
Before,2,-0.00383478436075772
Before,2,-0.000990989035926759
Before,2,0.0023986060017099
Before,2,-0.00588937208522111
Before,2,0.0332822653775414
Before,2,0.0133590628392994
Before,2,0.00216990498302039
Before,2,0.00547867035493255
Before,2,0.00655811093747616
Before,2,0.0078478337575992
Before,2,0.00299861627475669
Before,2,-0.00329883470355223
Before,2,0.00362881055722634
Before,2,-0.00875645674508026
Before,3,0.00106085637041057
Before,3,0.000713129605477055
Before,3,0.0133591727353632
Before,3,0.00792956445366144
Before,3,0.013094468973577
Before,3,-0.0104285175912082
Before,3,0.00901349866762757
Before,3,-0.00274839327903464
Before,3,-0.00836713782822092
Before,3,0.00416321431597074
Before,3,-0.0217316554238399
Before,3,0.0118797638763984
Before,3,0.0204665105169018
Before,3,-0.00954177789390087
Before,3,-0.0129283194740613
Before,3,0.00106115577121576
Before,3,0.00382860030125206
Before,3,-0.00714045941519241
Before,3,0.0046846146384875
Before,3,-0.0139246843755245
Before,3,-0.0145216519013047
Before,3,0.00328847742639482
Before,3,0.00177384061195577
Before,3,0.00920799374580383
Before,3,0.0034440341211545
Before,3,0.014307933083425
Before,3,0.00240102503448725
Before,3,0.0072333471228679
Before,3,0.00598998623900115
Before,3,0.0110432837779323
Before,3,-0.0203569767375787
Before,3,-0.00146982066022853
Before,3,0.0067508298282822
Before,3,0.0165532709409793
Before,3,-0.000146250279309849
Before,3,0.00456484391664465
Before,3,0.00874717285235723
Before,3,-0.00720826350152493
Before,3,0.000754585586643467
Before,3,0.00517037836834788
Before,3,-0.00530818182354172
Before,3,0.00294240630076577
Before,3,-0.000814565321585784
Before,3,-0.0167231981952985
Before,3,-0.00243465332702423
Before,3,-0.00148835358171103
Before,3,0.0108233485370874
Before,3,0.0105629609897733
Before,3,0.00687215384095907
Before,3,0.00430655720022817
Before,3,-0.0131220500916243
Before,3,-0.0132831558585167
Before,3,-0.0276993146787087
Before,3,0.00111101596849039
Before,3,-0.00734853860922158
Before,3,0.00155627170655256
Before,3,0.0152757999797662
Before,3,0.00282409408585712
Before,3,-0.00294356948385636
Before,3,0.00786369464670618
Before,3,-0.000287447900821765
Before,3,-0.00981735251843929
Before,3,-0.00589654974949857
Before,3,0.00472895244214063
Before,3,-0.0045066080832233
Before,3,0.00316992107157906
Before,3,0.0158009491860867
Before,3,-0.0117236371152103
Before,3,0.0146469293783108
Before,3,0.0756813238064448
Before,4,-0.00988659138480822
Before,4,0.00776790082454681
Before,4,0.0125314686447382
Before,4,-0.00752227380871773
Before,4,-0.00789738376624882
Before,4,0.00767763230639199
Before,4,0.000921477020407716
Before,4,0.00823818488667409
Before,4,-0.00208619555147986
Before,4,0.0212015189851324
Before,4,-0.00611905932116012
Before,4,0.0146660174553593
Before,4,-0.00284243089845404
Before,4,0.00277738986642362
Before,4,-0.0110247797953586
Before,4,-0.00886905379593372
Before,4,-0.0066488563703994
Before,4,0.0184176679079731
Before,4,0.00793382246047258
Before,4,0.00010672106873244
Before,4,0.000954886937203507
Before,4,0.00014578178524971
Before,4,0.0134768504649401
Before,4,-0.000536753951261441
Before,4,0.00691547881190975
Before,4,0.00943771889433265
Before,4,0.00157912446108336
Before,4,0.00200035197970768
Before,4,0.0057455093919998
Before,4,0.0353360796968142
Before,4,0.000445846080159148
Before,4,0.00841497257351875
Before,4,-0.00584462409218152
Before,4,0.0367289967834949
Before,4,0.018679860047996
Before,4,-0.000302978791296482
Before,4,-0.00278059051682552
Before,4,0.0059381613197426
Before,4,0.0113580853988727
Before,4,0.000201778855019559
Before,4,-0.0132780528316895
Before,4,-0.00364440136278669
Before,4,0.000201037677470595
Before,4,0.00843212753534317
Before,4,0.0191059789309899
Before,4,0.00665956002194434
Before,4,0.00831329682841897
Before,4,0.00692049274221063
Before,4,-0.00597287404040496
Before,4,-0.0134526221081614
Before,4,0.00829068742071589
Before,4,0.0216553931434949
Before,4,0.0274233681460222
Before,4,0.00159217454104995
Before,4,0.00360088651844611
Before,4,0.00853903032839298
Before,4,0.00836105908577641
Before,4,0.00796239466095964
Before,4,0.000495772226713598
Before,4,-0.00247272076861312
Before,4,-0.00372010366603111
Before,4,-0.00702633708715439
Before,4,0.00502830433348815
Before,4,-0.0027837020267422
Before,4,-0.000169164598143349
Before,4,0.0226098783314228
Before,4,-0.0018251506407978
Before,4,-0.00662101316265762
Before,4,0.0210120572398106
Before,4,-0.00990357948467135
Before,1,0.0194129385054111
Before,1,-0.0122025987754265
Before,1,0.0167334595074256
Before,1,0.0102862780913711
Before,1,0.0354495445887248
Before,1,0.000613781507126987
Before,1,0.0265221148729324
Before,1,0.00883312342921272
Before,1,0.00982859854896863
Before,1,0.0105091493266324
Before,1,0.0195337620874246
Before,1,0.00798225589096546
Before,1,0.00410564402894427
Before,1,-0.00144922564262136
Before,1,0.0214581827943524
Before,1,0.00379799888469279
Before,1,-0.0138772657761971
Before,1,0.0210563271927337
Before,1,0.00313081725228888
Before,1,0.0178275220096111
Before,1,0.0168901553067068
Before,1,0.0246238112449646
Before,1,0.0135295160192375
Before,1,0.0194156874592106
Before,1,-0.00638697001462181
Before,1,0.0375960680345694
Before,1,-0.00927345765133699
Before,1,-0.00710962146210174
Before,1,-0.0068434237036854
Before,1,0.0259684255967538
Before,1,-0.00296028369727234
Before,1,0.0111383861512877
Before,1,-0.00620193710589471
Before,1,-0.000968163444971045
Before,1,0.014777844461302
Before,1,-0.00556928613999238
Before,1,-0.00622476769300799
Before,1,0.0171330163720995
Before,1,0.00497529050335288
Before,1,-0.00661866607454916
Before,1,-0.00356969842687249
Before,1,0.00154412374831736
Before,1,0.000681084115058184
Before,1,-0.00705805762360493
Before,1,0.0164013504981995
Before,1,0.00850025952483217
Before,1,0.0115786964694659
Before,1,-0.00803176639601588
Before,1,-0.00502238057864209
Before,1,0.00208865726987521
Before,1,-0.0105147352442145
Before,1,-0.00920052221044898
Before,1,0.00553294581671556
Before,1,-0.0126506426992516
Before,1,0.00113547222766404
Before,1,0.0114176580682397
Before,1,0.00647023615116874
Before,1,-0.00387997661406795
Before,1,-0.0123861438284318
Before,1,-0.0277034845203161
Before,1,0.0169080253690481
Before,1,0.00400036480277777
Before,1,0.0190082887808482
Before,1,0.00403937309359511
Before,1,0.0316700128217538
Before,1,0.0200660067300002
Before,1,0.0234905174002051
Before,1,-0.00499628810212016
Before,1,0.0119540879192452
Before,1,-0.00202659703791142
Before,2,0.0111535107716918
Before,2,0.0141799710690975
Before,2,0.00472828357790907
Before,2,-0.0001733573153615
Before,2,0.00393180153332651
Before,2,0.0144925971205036
Before,2,0.00111441166761021
Before,2,0.00967903435230255
Before,2,0.0151137914508581
Before,2,0.00629823134901623
Before,2,0.00101917020704908
Before,2,0.0339287171761195
Before,2,0.00527203587504725
Before,2,0.00436591078566077
Before,2,0.0173599862804015
Before,2,0.00914849860904117
Before,2,0.00371927154871325
Before,2,-0.00467297002129878
Before,2,0.00180431094486266
Before,2,0.0187775722394387
Before,2,0.00792278232984245
Before,2,0.0270538441836834
Before,2,0.0298114040245612
Before,2,-0.0123232314363122
Before,2,0.0112620216483871
Before,2,0.0047815718765681
Before,2,0.0077843910548836
Before,2,0.0135708726011217
Before,2,-0.00586291930327813
Before,2,0.018465757680436
Before,2,0.0085611956504484
Before,2,-0.000379680733506878
Before,2,0.0232488485053182
Before,2,0.0246454135825237
Before,2,0.0170357899429897
Before,2,-0.00321961247633832
Before,2,0.000452011649031192
Before,2,0.025192117318511
Before,2,-0.00103926385660695
Before,2,0.0101525158000489
Before,2,0.0153206481287877
Before,2,0.0114937555044889
Before,2,-0.0013392031736051
Before,2,0.00872708360354106
Before,2,-0.00597750240315994
Before,2,0.0119769312441349
Before,2,-0.00296035354646544
Before,2,0.0147198953976234
Before,2,0.0112080603527526
Before,2,-0.00628488580696285
Before,2,0.0208820172895988
Before,2,0.0119226801519593
Before,2,-0.0315029174089432
Before,2,0.00283807679079473
Before,2,-0.00447530180584484
Before,2,0.0686424151062965
Before,2,0.00913385953754187
Before,2,0.00199631427191586
Before,2,0.0131796845234931
Before,2,-0.0356189925223589
Before,2,0.0109776052025457
