Lateness,CNVSlope
1,-0.000898244441486895
1,0.0205520984406273
1,0.00261623132003782
1,0.00229962531011552
1,-0.00550802195599924
1,0.00157548630765329
1,0.00611982021170358
1,0.019957521930337
1,0.0166300960506002
1,-0.0198110745598872
1,-0.0339467916637659
1,0.0174948071750502
1,0.000426360881344105
1,0.0138844838365912
1,-0.00977960942933957
1,0.00329491791004936
1,-0.0194768986354272
1,-0.00160947655482839
1,-0.000701724202372134
1,-0.00625959279326101
1,-0.00968350221713384
1,0.00113466374265651
1,0.00137794263961647
1,0.00560052584235867
1,0.0163161437958479
1,0.00901835650438443
1,0.00163174529249469
1,0.0118369467866917
1,0.00468448471898834
1,0.0125768578921755
1,0.00650224066339433
1,0.00896777429928382
1,0.00307753845117986
1,-0.0114632456873854
1,-0.00333663844503462
1,-0.00136507586527538
1,0.0151237895091375
1,-0.01691333266596
1,-0.0103778763053318
1,0.00461414114882549
1,-0.00680989384030302
1,-0.0179350410277645
1,-0.00490669122276207
1,0.000273702714669829
1,-0.0126843691493074
1,-0.0183382611721754
1,0.0233077475180229
1,-0.00560117466375232
1,-0.00824915136521061
1,0.00957407647122939
1,0.0022527101294448
1,-0.0108295142029723
1,-0.00238632612551252
1,-0.00351343358245989
1,-0.00705528755982717
1,-0.0145167509714762
1,0.00507722049951553
1,-0.00909565404678384
1,-0.00976167355353634
1,-0.00196336042912056
1,0.00276117246539798
1,-0.0106483434016506
1,-0.0220892342428366
2,0.00411335979394304
2,-0.00150338373108146
2,-0.00439549967025717
2,0.0129989823326468
2,0.00254187476821244
2,0.000457752806444963
2,0.02725006484737
2,0.00502500242631262
2,-0.00662237172946334
2,0.00827221921645105
2,-0.0118738358529905
2,-0.0173753397539258
2,-0.0230466847618421
2,-0.00867617347588142
2,-0.00910046985760952
2,-0.0112629411742091
2,-0.00450774321022133
2,-0.0264088523884614
2,-0.00533394756106039
2,0.00775468396022916
2,-0.00615121820010245
2,0.000458475920216491
2,-0.00376691987427572
2,0.0141141386702657
2,-0.000307830264015744
2,0.0054025065813524
2,-0.00837751198559999
2,-0.00484212449130913
2,-0.00648785894736648
2,0.00954507535789162
2,8.03313450887799e-05
2,-0.00667547155171633
2,-0.00416188368884226
2,-0.00553073330471913
2,0.00756655788669984
2,-0.0133241809283694
2,0.0117956663792332
2,-0.0145954365531603
2,-0.00548820601155361
2,-0.00457557834063967
2,-0.0263504988203446
2,-0.00310066738165915
2,-0.00624523761992653
2,0.0145669539148609
2,0.0019092292447264
2,-0.0143851380174359
2,-0.0121471372743448
2,0.0160879089186589
2,0.0135717494413257
2,-0.00740577420219779
2,0.0120823223454257
2,0.0124634297875067
2,-0.0126671381294727
2,-0.0090863270064195
2,-0.00157412607222795
2,0.00491151682217605
2,0.00727664104973276
2,-0.00388290826231241
2,-0.00270850223023444
2,0.0054558579189082
2,-0.0264615161965291
2,0.00895204348489642
2,-0.0123221616571148
3,0.00496678457905849
3,-0.00943397916853428
3,-0.00132491330926617
3,-0.00495194282848388
3,-0.00882987429698308
3,-0.00143947487716408
3,-0.0013198271432581
3,-0.00972136420508226
3,-0.00420257588848472
3,-0.00286790397998023
3,-0.00454723586638768
3,0.0161299500614405
3,0.00202976186119486
3,-0.00538971150914828
3,-0.0313113604982694
3,0.012224703328684
3,-0.0106689762324095
3,-0.013243116127948
3,0.00520300422795117
3,-0.00947121623903513
3,-0.0170639685044686
3,-0.0017629332044938
3,0.00599767927390834
3,-0.00257930314789216
3,0.017907138603429
3,-0.000254970897609989
3,0.00407348969019949
3,-0.00256367730131994
3,-0.00583618708575765
3,-0.00448437292895202
3,0.0064085548510775
3,-0.0017926989045615
3,-0.00126443663612008
3,-0.0128521689524253
3,-0.0155698771898945
3,-0.00324378977529705
3,-0.0160898597290119
3,0.0134952779238423
3,-0.0143766511852543
3,-0.00271196438310047
3,-0.0104693567069868
3,0.00110051175579429
3,-0.00190652049301813
3,-0.0113758978744348
3,-0.00339231748754779
3,-0.00705953283856312
3,-0.0049348520503069
3,-0.0180724216625094
3,0.00909391014526288
3,-0.023712773496906
3,-0.00468326864453654
3,0.0032497679349035
3,-0.000372474702696006
3,-0.00779279422325393
3,-0.00342948889980714
3,0.00546293371977905
3,-0.00993112505724033
3,-0.0134996731455127
3,-0.00925451749935746
3,-0.00451707288933297
3,-0.0258533284068108
3,-0.00867672575016817
3,0.000375722088695814
4,-0.0103810215368867
4,-0.016869248667111
4,0.00994657228390376
4,-0.00235407597695788
4,0.00686623827399065
4,-0.000810753592910866
4,0.00704117051403349
4,-0.00754312270631393
4,0.00075214986766999
4,0.000626657158136368
4,-0.0281036980450153
4,-0.00274890487101705
4,0.000409119102793435
4,0.020008122548461
4,-0.0140441479161382
4,0.00486861766936878
4,0.000726039443785946
4,0.00213868939317763
4,-0.00549835067552825
4,0.0070773062761873
4,-0.00572752448109289
4,-0.0116919123878082
4,-0.00663591960134606
4,-0.00265286451516052
4,-0.0040442772830526
4,-0.00407844587850074
4,-0.0120448051020503
4,0.00379714297256821
4,-0.00153674175574755
4,-0.00464330908531944
4,0.0164045225828886
4,-0.0137631054967642
4,-0.00853070244193077
4,0.00106769918541734
4,0.00500353379175067
4,-0.00449460938883324
4,-0.00580079558615883
4,-0.0027028078911826
4,-0.000995712393584351
4,-0.0120689875135819
4,-0.0214086305350065
4,0.0133239196923872
4,-0.000368360197171569
4,0.0136322230100632
4,-0.00474165046277146
4,-0.0145733145376047
4,-0.0109434987728794
4,-0.00480172092405458
4,-0.0155516158168515
4,0.000114656596754988
4,0.0123064739940067
4,-0.00342245597857982
4,-0.00468258831339578
4,0.00958567345514894
4,0.000163551303558052
4,-0.00662777852267027
4,0.00892635279645522
4,0.00959935535987218
4,-0.0207047580430905
4,-0.000846194569021463
4,-0.00813398774092396
4,0.00077206016673396
4,-0.00356444778541724
